t,MV,PV,DV,SP,Man
1.510000000000000000e+02,7.000000000000000000e+01,5.089999999999999858e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,7.000000000000001421e+01,5.115999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,7.000000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.540000000000000000e+02,7.000000000000000000e+01,5.121999999999999886e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.550000000000000000e+02,7.000000000000000000e+01,5.145000000000000284e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.560000000000000000e+02,7.000000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.570000000000000000e+02,7.000000000000000000e+01,5.154999999999999716e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.580000000000000000e+02,7.000000000000000000e+01,5.167000000000000171e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.590000000000000000e+02,6.999999999999998579e+01,5.184000000000000341e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.600000000000000000e+02,7.000000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.610000000000000000e+02,7.000000000000000000e+01,5.200000000000000000e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.620000000000000000e+02,7.000000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.630000000000000000e+02,7.000000000000001421e+01,5.215999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.640000000000000000e+02,7.000000000000001421e+01,5.225000000000000000e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.650000000000000000e+02,7.000000000000000000e+01,5.235000000000000142e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.660000000000000000e+02,7.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.670000000000000000e+02,7.000000000000001421e+01,5.247999999999999687e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.680000000000000000e+02,7.000000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.690000000000000000e+02,7.000000000000000000e+01,5.250999999999999801e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.700000000000000000e+02,7.000000000000000000e+01,5.264000000000000057e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.710000000000000000e+02,6.999999999999998579e+01,5.277000000000000313e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.720000000000000000e+02,7.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.730000000000000000e+02,7.000000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.740000000000000000e+02,7.000000000000000000e+01,5.296000000000000085e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.750000000000000000e+02,7.000000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.760000000000000000e+02,7.000000000000000000e+01,5.315999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.770000000000000000e+02,7.000000000000000000e+01,5.318999999999999773e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.780000000000000000e+02,7.000000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.790000000000000000e+02,7.000000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.800000000000000000e+02,7.000000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.810000000000000000e+02,7.000000000000001421e+01,5.353999999999999915e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.820000000000000000e+02,7.000000000000000000e+01,5.371000000000000085e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.830000000000000000e+02,7.000000000000000000e+01,5.377000000000000313e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.840000000000000000e+02,7.000000000000001421e+01,5.377000000000000313e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.850000000000000000e+02,7.000000000000001421e+01,5.379999999999999716e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.860000000000000000e+02,7.000000000000000000e+01,5.382999999999999829e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.870000000000000000e+02,7.000000000000000000e+01,5.409000000000000341e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.880000000000000000e+02,7.000000000000000000e+01,5.409000000000000341e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.890000000000000000e+02,7.000000000000000000e+01,5.411999999999999744e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.900000000000000000e+02,7.000000000000000000e+01,5.438000000000000256e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.910000000000000000e+02,7.000000000000000000e+01,5.440999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.920000000000000000e+02,7.000000000000000000e+01,5.440999999999999659e+01,5.000000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
