t,MV,PV
3.840000000000000000e+02,0.000000000000000000e+00,1.312500000000000056e-01
3.850000000000000000e+02,0.000000000000000000e+00,1.352499999999999258e-01
3.860000000000000000e+02,0.000000000000000000e+00,1.327500000000000624e-01
3.870000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.880000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.890000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.900000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.910000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.920000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.930000000000000000e+02,0.000000000000000000e+00,1.272499999999999187e-01
3.940000000000000000e+02,0.000000000000000000e+00,1.287499999999999756e-01
3.950000000000000000e+02,0.000000000000000000e+00,1.247500000000000553e-01
3.960000000000000000e+02,0.000000000000000000e+00,1.254999999999998894e-01
3.970000000000000000e+02,0.000000000000000000e+00,1.214999999999999830e-01
3.980000000000000000e+02,0.000000000000000000e+00,1.240000000000000269e-01
3.990000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.000000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.010000000000000000e+02,0.000000000000000000e+00,1.214999999999999830e-01
4.020000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.030000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.040000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.050000000000000000e+02,0.000000000000000000e+00,1.207499999999999546e-01
4.060000000000000000e+02,0.000000000000000000e+00,1.199999999999999262e-01
4.070000000000000000e+02,0.000000000000000000e+00,1.160000000000000198e-01
4.080000000000000000e+02,0.000000000000000000e+00,1.167500000000000482e-01
4.090000000000000000e+02,0.000000000000000000e+00,1.134999999999999759e-01
4.100000000000000000e+02,0.000000000000000000e+00,1.142500000000000043e-01
4.110000000000000000e+02,0.000000000000000000e+00,1.134999999999999759e-01
4.120000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.130000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.140000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.150000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.160000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.170000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.180000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.190000000000000000e+02,0.000000000000000000e+00,1.127499999999999475e-01
4.200000000000000000e+02,0.000000000000000000e+00,1.109999999999999459e-01
4.210000000000000000e+02,0.000000000000000000e+00,1.080000000000000127e-01
4.220000000000000000e+02,0.000000000000000000e+00,1.054999999999999688e-01
4.230000000000000000e+02,0.000000000000000000e+00,1.062499999999999972e-01
4.240000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.250000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.260000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.270000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.280000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.290000000000000000e+02,0.000000000000000000e+00,1.037499999999999672e-01
4.300000000000000000e+02,0.000000000000000000e+00,1.047499999999999404e-01
4.310000000000000000e+02,0.000000000000000000e+00,1.029999999999999388e-01
4.320000000000000000e+02,0.000000000000000000e+00,9.975000000000004696e-02
4.330000000000000000e+02,0.000000000000000000e+00,1.015000000000000624e-01
4.340000000000000000e+02,0.000000000000000000e+00,1.029999999999999388e-01
4.350000000000000000e+02,0.000000000000000000e+00,9.749999999999996170e-02
4.360000000000000000e+02,0.000000000000000000e+00,9.824999999999999012e-02
4.370000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.380000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.390000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.400000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.410000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.420000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.430000000000000000e+02,0.000000000000000000e+00,9.649999999999998856e-02
4.440000000000000000e+02,0.000000000000000000e+00,9.499999999999993172e-02
4.450000000000000000e+02,0.000000000000000000e+00,9.499999999999993172e-02
4.460000000000000000e+02,0.000000000000000000e+00,9.424999999999990330e-02
4.470000000000000000e+02,0.000000000000000000e+00,9.175000000000003986e-02
4.480000000000000000e+02,0.000000000000000000e+00,9.100000000000001144e-02
4.490000000000000000e+02,0.000000000000000000e+00,9.249999999999988787e-02
4.500000000000000000e+02,0.000000000000000000e+00,9.249999999999988787e-02
4.510000000000000000e+02,0.000000000000000000e+00,9.100000000000001144e-02
4.520000000000000000e+02,0.000000000000000000e+00,8.925000000000000988e-02
4.530000000000000000e+02,0.000000000000000000e+00,9.100000000000001144e-02
4.540000000000000000e+02,0.000000000000000000e+00,8.925000000000000988e-02
4.550000000000000000e+02,0.000000000000000000e+00,8.849999999999998146e-02
4.560000000000000000e+02,0.000000000000000000e+00,8.849999999999998146e-02
